ingestdate,source,mfr,mpn,partnumber,qtyavail,price
20140626,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140626,source1,mfr1,mpn1,partnumber1,162606,0.23
20140626,source1,mfr1,mpn1,partnumber3,162606,-1
20140627,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140627,source1,mfr1,mpn1,partnumber1,162502,0.23
20140627,source1,mfr1,mpn1,partnumber3,162502,-1
20140628,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140628,source1,mfr1,mpn1,partnumber1,162076,0.23
20140628,source1,mfr1,mpn1,partnumber3,162076,-1
20140629,source1,mfr1,mpn1,partnumber3,162076,-1
20140629,source1,mfr1,mpn1,partnumber1,162076,0.23
20140629,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140630,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140630,source1,mfr1,mpn1,partnumber1,162076,0.23
20140630,source1,mfr1,mpn1,partnumber3,162076,-1
20140701,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140701,source1,mfr1,mpn1,partnumber1,161843,0.23
20140701,source1,mfr1,mpn1,partnumber3,161843,-1
20140702,source1,mfr1,mpn1,partnumber3,158693,-1
20140702,source1,mfr1,mpn1,partnumber1,158693,0.23
20140702,source1,mfr1,mpn1,partnumber2,156000,0.03749
20140703,source1,mfr1,mpn1,partnumber3,157622,-1
20140703,source1,mfr1,mpn1,partnumber1,157622,0.23
20140703,source1,mfr1,mpn1,partnumber2,156000,0.03749
20140704,source1,mfr1,mpn1,partnumber2,186000,0.03749
20140704,source1,mfr1,mpn1,partnumber1,187582,0.23
20140704,source1,mfr1,mpn1,partnumber3,187582,-1
20140706,source1,mfr1,mpn1,partnumber3,184462,-1
20140706,source1,mfr1,mpn1,partnumber1,184462,0.23
20140706,source1,mfr1,mpn1,partnumber2,183000,0.03749
20140707,source1,mfr1,mpn1,partnumber3,184462,-1
20140707,source1,mfr1,mpn1,partnumber1,184462,0.23
20140707,source1,mfr1,mpn1,partnumber2,183000,0.03749
20140708,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140708,source1,mfr1,mpn1,partnumber1,184191,0.23
20140708,source1,mfr1,mpn1,partnumber3,184191,-1
20140709,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140709,source1,mfr1,mpn1,partnumber1,184290,0.23
20140709,source1,mfr1,mpn1,partnumber3,184290,-1
20140710,source1,mfr1,mpn1,partnumber3,184119,-1
20140710,source1,mfr1,mpn1,partnumber1,184119,0.23
20140710,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140711,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140711,source1,mfr1,mpn1,partnumber1,184099,0.23
20140711,source1,mfr1,mpn1,partnumber3,184099,-1
20140712,source1,mfr1,mpn1,partnumber3,183904,-1
20140712,source1,mfr1,mpn1,partnumber1,183904,0.23
20140712,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140713,source1,mfr1,mpn1,partnumber3,183475,-1
20140713,source1,mfr1,mpn1,partnumber1,183475,0.23
20140713,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140714,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140714,source1,mfr1,mpn1,partnumber1,183475,0.23
20140714,source1,mfr1,mpn1,partnumber3,183475,-1
20140715,source1,mfr1,mpn1,partnumber3,180620,-1
20140715,source1,mfr1,mpn1,partnumber1,180620,0.23
20140715,source1,mfr1,mpn1,partnumber2,177000,0.03749
20140716,source1,mfr1,mpn1,partnumber3,177005,-1
20140716,source1,mfr1,mpn1,partnumber1,177005,0.23
20140716,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140717,source1,mfr1,mpn1,partnumber3,176978,-1
20140717,source1,mfr1,mpn1,partnumber1,176978,0.23
20140717,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140718,source1,mfr1,mpn1,partnumber3,173588,-1
20140718,source1,mfr1,mpn1,partnumber1,173588,0.23
20140718,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140719,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140719,source1,mfr1,mpn1,partnumber1,173438,0.23
20140719,source1,mfr1,mpn1,partnumber3,173438,-1
20140720,source1,mfr1,mpn1,partnumber3,173388,-1
20140720,source1,mfr1,mpn1,partnumber1,173388,0.23
20140720,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140721,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140721,source1,mfr1,mpn1,partnumber1,173388,0.23
20140721,source1,mfr1,mpn1,partnumber3,173388,-1
20140722,source1,mfr1,mpn1,partnumber3,173336,-1
20140722,source1,mfr1,mpn1,partnumber1,173236,0.23
20140722,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140723,source1,mfr1,mpn1,partnumber2,168000,0.03749
20140723,source1,mfr1,mpn1,partnumber1,169718,0.23
20140723,source1,mfr1,mpn1,partnumber3,169718,-1
20140724,source1,mfr1,mpn1,partnumber3,169661,-1
20140724,source1,mfr1,mpn1,partnumber1,169661,0.23
20140724,source1,mfr1,mpn1,partnumber2,168000,0.03749
20140725,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140725,source1,mfr1,mpn1,partnumber1,166241,0.23
20140725,source1,mfr1,mpn1,partnumber3,166241,-1
20140726,source1,mfr1,mpn1,partnumber2,168000,0.03749
20140726,source1,mfr1,mpn1,partnumber1,169210,0.23
20140726,source1,mfr1,mpn1,partnumber3,169210,-1
20140727,source1,mfr1,mpn1,partnumber3,169210,-1
20140727,source1,mfr1,mpn1,partnumber1,169180,0.23
20140727,source1,mfr1,mpn1,partnumber2,168000,0.03749
20140728,source1,mfr1,mpn1,partnumber2,168000,0.03749
20140728,source1,mfr1,mpn1,partnumber1,169180,0.23
20140728,source1,mfr1,mpn1,partnumber3,169180,-1
20140729,source1,mfr1,mpn1,partnumber3,169130,-1
20140729,source1,mfr1,mpn1,partnumber1,169130,0.23
20140729,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140730,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140730,source1,mfr1,mpn1,partnumber1,168815,0.23
20140730,source1,mfr1,mpn1,partnumber3,168840,-1
20140731,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140731,source1,mfr1,mpn1,partnumber1,168705,0.23
20140731,source1,mfr1,mpn1,partnumber3,168705,-1
20140801,source1,mfr1,mpn1,partnumber3,168573,-1
20140801,source1,mfr1,mpn1,partnumber1,168573,0.23
20140801,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140802,source1,mfr1,mpn1,partnumber3,164664,-1
20140802,source1,mfr1,mpn1,partnumber1,164664,0.23
20140802,source1,mfr1,mpn1,partnumber2,162000,0.03749
20140803,source1,mfr1,mpn1,partnumber3,164664,-1
20140803,source1,mfr1,mpn1,partnumber1,164664,0.23
20140803,source1,mfr1,mpn1,partnumber2,162000,0.03749
20140804,source1,mfr1,mpn1,partnumber2,162000,0.03749
20140804,source1,mfr1,mpn1,partnumber1,164639,0.23
20140804,source1,mfr1,mpn1,partnumber3,164639,-1
20140805,source1,mfr1,mpn1,partnumber3,155474,-1
20140805,source1,mfr1,mpn1,partnumber1,155474,0.23
20140805,source1,mfr1,mpn1,partnumber2,153000,0.03749
20140806,source1,mfr1,mpn1,partnumber3,155436,-1
20140806,source1,mfr1,mpn1,partnumber1,155436,0.23
20140806,source1,mfr1,mpn1,partnumber2,153000,0.03749
20140807,source1,mfr1,mpn1,partnumber2,153000,0.03749
20140807,source1,mfr1,mpn1,partnumber1,154716,0.23
20140807,source1,mfr1,mpn1,partnumber3,154716,-1
20140808,source1,mfr1,mpn1,partnumber3,150643,-1
20140808,source1,mfr1,mpn1,partnumber1,150643,0.23
20140808,source1,mfr1,mpn1,partnumber2,150000,0.03749
20140809,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140809,source1,mfr1,mpn1,partnumber1,150643,0.23
20140809,source1,mfr1,mpn1,partnumber3,150643,-1
20140810,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140810,source1,mfr1,mpn1,partnumber1,150493,0.23
20140810,source1,mfr1,mpn1,partnumber3,150493,-1
20140811,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140811,source1,mfr1,mpn1,partnumber1,150483,0.23
20140811,source1,mfr1,mpn1,partnumber3,150483,-1
20140812,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140812,source1,mfr1,mpn1,partnumber1,149211,0.23
20140812,source1,mfr1,mpn1,partnumber3,149211,-1
20140813,source1,mfr1,mpn1,partnumber3,151431,-1
20140813,source1,mfr1,mpn1,partnumber1,151431,0.23
20140813,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140814,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140814,source1,mfr1,mpn1,partnumber1,151306,0.23
20140814,source1,mfr1,mpn1,partnumber3,151306,-1
20140815,source1,mfr1,mpn1,partnumber3,151060,-1
20140815,source1,mfr1,mpn1,partnumber1,151060,0.23
20140815,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140816,source1,mfr1,mpn1,partnumber3,150935,-1
20140816,source1,mfr1,mpn1,partnumber1,150935,0.23
20140816,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140817,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140817,source1,mfr1,mpn1,partnumber1,150935,0.23
20140817,source1,mfr1,mpn1,partnumber3,150935,-1
20140818,source1,mfr1,mpn1,partnumber3,150880,-1
20140818,source1,mfr1,mpn1,partnumber1,150880,0.23
20140818,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140819,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140819,source1,mfr1,mpn1,partnumber1,150860,0.23
20140819,source1,mfr1,mpn1,partnumber3,150860,-1
20140820,source1,mfr1,mpn1,partnumber2,141000,0.03749
20140820,source1,mfr1,mpn1,partnumber1,144705,0.23
20140820,source1,mfr1,mpn1,partnumber3,144705,-1
20140821,source1,mfr1,mpn1,partnumber3,144678,-1
20140821,source1,mfr1,mpn1,partnumber1,144653,0.23
20140821,source1,mfr1,mpn1,partnumber2,141000,0.03749
20140822,source1,mfr1,mpn1,partnumber3,144488,-1
20140822,source1,mfr1,mpn1,partnumber1,144488,0.23
20140822,source1,mfr1,mpn1,partnumber2,141000,0.03749
20140823,source1,mfr1,mpn1,partnumber3,141367,-1
20140823,source1,mfr1,mpn1,partnumber1,141367,0.23
20140823,source1,mfr1,mpn1,partnumber2,138000,0.03749
20140824,source1,mfr1,mpn1,partnumber3,141367,-1
20140824,source1,mfr1,mpn1,partnumber1,141302,0.23
20140824,source1,mfr1,mpn1,partnumber2,138000,0.03749
20140825,source1,mfr1,mpn1,partnumber3,141302,-1
20140825,source1,mfr1,mpn1,partnumber1,141302,0.23
20140825,source1,mfr1,mpn1,partnumber2,138000,0.03749
20140826,source1,mfr1,mpn1,partnumber3,165302,-1
20140826,source1,mfr1,mpn1,partnumber1,165302,0.23
20140826,source1,mfr1,mpn1,partnumber2,162000,0.03749
20140827,source1,mfr1,mpn1,partnumber3,159202,-1
20140827,source1,mfr1,mpn1,partnumber1,159202,0.23
20140827,source1,mfr1,mpn1,partnumber2,156000,0.03749
20140828,source1,mfr1,mpn1,partnumber2,156000,0.03749
20140828,source1,mfr1,mpn1,partnumber1,156117,0.23
20140828,source1,mfr1,mpn1,partnumber3,156117,-1
20140829,source1,mfr1,mpn1,partnumber3,155602,-1
20140829,source1,mfr1,mpn1,partnumber1,155602,0.23
20140829,source1,mfr1,mpn1,partnumber2,153000,0.03749
20140830,source1,mfr1,mpn1,partnumber3,155443,-1
20140830,source1,mfr1,mpn1,partnumber1,155443,0.23
20140830,source1,mfr1,mpn1,partnumber2,153000,0.03749
20140831,source1,mfr1,mpn1,partnumber2,153000,0.03749
20140831,source1,mfr1,mpn1,partnumber1,155443,0.23
20140831,source1,mfr1,mpn1,partnumber3,155443,-1
20140901,source1,mfr1,mpn1,partnumber3,155438,-1
20140901,source1,mfr1,mpn1,partnumber1,155438,0.23
20140901,source1,mfr1,mpn1,partnumber2,153000,0.03749
20140902,source1,mfr1,mpn1,partnumber2,150000,0.03749
20140902,source1,mfr1,mpn1,partnumber1,152938,0.23
20140902,source1,mfr1,mpn1,partnumber3,152938,-1
20140903,source1,mfr1,mpn1,partnumber3,143898,-1
20140903,source1,mfr1,mpn1,partnumber1,143898,0.23
20140903,source1,mfr1,mpn1,partnumber2,141000,0.03749
20140904,source1,mfr1,mpn1,partnumber2,141000,0.03749
20140904,source1,mfr1,mpn1,partnumber1,143863,0.23
20140904,source1,mfr1,mpn1,partnumber3,143863,-1
20140905,source1,mfr1,mpn1,partnumber3,143467,-1
20140905,source1,mfr1,mpn1,partnumber1,143467,0.23
20140905,source1,mfr1,mpn1,partnumber2,141000,0.03749
20140906,source1,mfr1,mpn1,partnumber3,143052,-1
20140906,source1,mfr1,mpn1,partnumber1,143052,0.23
20140906,source1,mfr1,mpn1,partnumber2,141000,0.03749
20140907,source1,mfr1,mpn1,partnumber3,143052,-1
20140907,source1,mfr1,mpn1,partnumber1,143052,0.23
20140907,source1,mfr1,mpn1,partnumber2,141000,0.03749
20140908,source1,mfr1,mpn1,partnumber2,141000,0.03749
20140908,source1,mfr1,mpn1,partnumber1,143052,0.23
20140908,source1,mfr1,mpn1,partnumber3,143052,-1
20140909,source1,mfr1,mpn1,partnumber2,138000,0.03749
20140909,source1,mfr1,mpn1,partnumber1,139779,0.23
20140909,source1,mfr1,mpn1,partnumber3,139779,-1
20140910,source1,mfr1,mpn1,partnumber3,139739,-1
20140910,source1,mfr1,mpn1,partnumber1,139739,0.23
20140910,source1,mfr1,mpn1,partnumber2,138000,0.03749
20140911,source1,mfr1,mpn1,partnumber3,139719,-1
20140911,source1,mfr1,mpn1,partnumber1,139719,0.23
20140911,source1,mfr1,mpn1,partnumber2,138000,0.03749
20140912,source1,mfr1,mpn1,partnumber2,135000,0.03749
20140912,source1,mfr1,mpn1,partnumber1,135695,0.23
20140912,source1,mfr1,mpn1,partnumber3,135695,-1
20140913,source1,mfr1,mpn1,partnumber2,126000,0.03749
20140913,source1,mfr1,mpn1,partnumber1,128510,0.23
20140913,source1,mfr1,mpn1,partnumber3,128510,-1
20140915,source1,mfr1,mpn1,partnumber3,128375,-1
20140915,source1,mfr1,mpn1,partnumber1,128375,0.23
20140915,source1,mfr1,mpn1,partnumber2,126000,0.03749
20140916,source1,mfr1,mpn1,partnumber3,128342,-1
20140916,source1,mfr1,mpn1,partnumber1,128342,0.23
20140916,source1,mfr1,mpn1,partnumber2,126000,0.03749
20140917,source1,mfr1,mpn1,partnumber3,126869,-1
20140917,source1,mfr1,mpn1,partnumber1,126869,0.23
20140917,source1,mfr1,mpn1,partnumber2,126000,0.03749
20140918,source1,mfr1,mpn1,partnumber3,147815,-1
20140918,source1,mfr1,mpn1,partnumber1,147815,0.23
20140918,source1,mfr1,mpn1,partnumber2,147000,0.03749
20140919,source1,mfr1,mpn1,partnumber3,132680,-1
20140919,source1,mfr1,mpn1,partnumber1,132680,0.23
20140919,source1,mfr1,mpn1,partnumber2,132000,0.03749
20140920,source1,mfr1,mpn1,partnumber3,132680,-1
20140920,source1,mfr1,mpn1,partnumber1,132680,0.23
20140920,source1,mfr1,mpn1,partnumber2,132000,0.03749
20140921,source1,mfr1,mpn1,partnumber3,132655,-1
20140921,source1,mfr1,mpn1,partnumber1,132655,0.23
20140921,source1,mfr1,mpn1,partnumber2,132000,0.03749
20140922,source1,mfr1,mpn1,partnumber2,132000,0.03749
20140922,source1,mfr1,mpn1,partnumber1,132595,0.23
20140922,source1,mfr1,mpn1,partnumber3,132595,-1
20140923,source1,mfr1,mpn1,partnumber2,132000,0.03749
20140923,source1,mfr1,mpn1,partnumber1,132330,0.23
20140923,source1,mfr1,mpn1,partnumber3,132330,-1
20140924,source1,mfr1,mpn1,partnumber3,131143,-1
20140924,source1,mfr1,mpn1,partnumber1,131143,0.23
20140924,source1,mfr1,mpn1,partnumber2,129000,0.03749
20140925,source1,mfr1,mpn1,partnumber3,131108,-1
20140925,source1,mfr1,mpn1,partnumber1,131108,0.23
20140925,source1,mfr1,mpn1,partnumber2,129000,0.03749
20140926,source1,mfr1,mpn1,partnumber3,130961,-1
20140926,source1,mfr1,mpn1,partnumber1,130961,0.23
20140926,source1,mfr1,mpn1,partnumber2,129000,0.03749
20140927,source1,mfr1,mpn1,partnumber3,130833,-1
20140927,source1,mfr1,mpn1,partnumber1,130833,0.23
20140927,source1,mfr1,mpn1,partnumber2,129000,0.03749
20140928,source1,mfr1,mpn1,partnumber2,129000,0.03749
20140928,source1,mfr1,mpn1,partnumber1,130833,0.23
20140928,source1,mfr1,mpn1,partnumber3,130833,-1
20140929,source1,mfr1,mpn1,partnumber2,129000,0.03749
20140929,source1,mfr1,mpn1,partnumber1,130833,0.23
20140929,source1,mfr1,mpn1,partnumber3,130833,-1
20140930,source1,mfr1,mpn1,partnumber3,126983,-1
20140930,source1,mfr1,mpn1,partnumber1,126983,0.23
20140930,source1,mfr1,mpn1,partnumber2,126000,0.03749
20141001,source1,mfr1,mpn1,partnumber3,126774,-1
20141001,source1,mfr1,mpn1,partnumber1,126774,0.23
20141001,source1,mfr1,mpn1,partnumber2,126000,0.03749
20141002,source1,mfr1,mpn1,partnumber2,126000,0.03749
20141002,source1,mfr1,mpn1,partnumber1,126674,0.23
20141002,source1,mfr1,mpn1,partnumber3,126674,-1
20141003,source1,mfr1,mpn1,partnumber2,123000,0.03749
20141003,source1,mfr1,mpn1,partnumber1,125624,0.23
20141003,source1,mfr1,mpn1,partnumber3,125624,-1
20141004,source1,mfr1,mpn1,partnumber3,118624,-1
20141004,source1,mfr1,mpn1,partnumber1,118624,0.23
20141004,source1,mfr1,mpn1,partnumber2,117000,0.03749
20141005,source1,mfr1,mpn1,partnumber3,118594,-1
20141005,source1,mfr1,mpn1,partnumber1,118594,0.23
20141005,source1,mfr1,mpn1,partnumber2,117000,0.03749
20141006,source1,mfr1,mpn1,partnumber2,117000,0.03749
20141006,source1,mfr1,mpn1,partnumber1,118594,0.23
20141006,source1,mfr1,mpn1,partnumber3,118594,-1
20141007,source1,mfr1,mpn1,partnumber2,117000,0.03749
20141007,source1,mfr1,mpn1,partnumber1,117489,0.23
20141007,source1,mfr1,mpn1,partnumber3,117489,-1
20141008,source1,mfr1,mpn1,partnumber3,116342,-1
20141008,source1,mfr1,mpn1,partnumber1,116342,0.23
20141008,source1,mfr1,mpn1,partnumber2,114000,0.03749
20141009,source1,mfr1,mpn1,partnumber3,112769,-1
20141009,source1,mfr1,mpn1,partnumber1,112769,0.23
20141009,source1,mfr1,mpn1,partnumber2,111000,0.03749
20141011,source1,mfr1,mpn1,partnumber3,112740,-1
20141011,source1,mfr1,mpn1,partnumber1,112740,0.23
20141011,source1,mfr1,mpn1,partnumber2,111000,0.03749
20141012,source1,mfr1,mpn1,partnumber2,111000,0.03749
20141012,source1,mfr1,mpn1,partnumber1,112740,0.23
20141012,source1,mfr1,mpn1,partnumber3,112740,-1
20141013,source1,mfr1,mpn1,partnumber3,112740,-1
20141013,source1,mfr1,mpn1,partnumber1,112740,0.23
20141013,source1,mfr1,mpn1,partnumber2,111000,0.03749
20141014,source1,mfr1,mpn1,partnumber2,111000,0.03749
20141014,source1,mfr1,mpn1,partnumber1,112495,0.23
20141014,source1,mfr1,mpn1,partnumber3,112495,-1
20141015,source1,mfr1,mpn1,partnumber2,111000,0.03749
20141015,source1,mfr1,mpn1,partnumber1,144795,0.23
20141015,source1,mfr1,mpn1,partnumber3,144795,-1
20141016,source1,mfr1,mpn1,partnumber3,141542,-1
20141016,source1,mfr1,mpn1,partnumber1,141542,0.23
20141016,source1,mfr1,mpn1,partnumber2,141000,0.03749
20141017,source1,mfr1,mpn1,partnumber3,137892,-1
20141017,source1,mfr1,mpn1,partnumber1,138542,0.23
20141017,source1,mfr1,mpn1,partnumber2,135000,0.03749
20141018,source1,mfr1,mpn1,partnumber2,132000,0.03749
20141018,source1,mfr1,mpn1,partnumber1,135297,0.23
20141018,source1,mfr1,mpn1,partnumber3,135297,-1
20141019,source1,mfr1,mpn1,partnumber2,132000,0.03749
20141019,source1,mfr1,mpn1,partnumber1,135297,0.23
20141019,source1,mfr1,mpn1,partnumber3,135297,-1
20141020,source1,mfr1,mpn1,partnumber3,135297,-1
20141020,source1,mfr1,mpn1,partnumber1,135297,0.23
20141020,source1,mfr1,mpn1,partnumber2,132000,0.03749
20141021,source1,mfr1,mpn1,partnumber2,126000,0.03749
20141021,source1,mfr1,mpn1,partnumber1,128946,0.23
20141021,source1,mfr1,mpn1,partnumber3,128946,-1
20141022,source1,mfr1,mpn1,partnumber3,125421,-1
20141022,source1,mfr1,mpn1,partnumber1,125421,0.23
20141022,source1,mfr1,mpn1,partnumber2,123000,0.03749
20141023,source1,mfr1,mpn1,partnumber3,125021,-1
20141023,source1,mfr1,mpn1,partnumber1,125021,0.23
20141023,source1,mfr1,mpn1,partnumber2,123000,0.03749
20141024,source1,mfr1,mpn1,partnumber3,160406,-1
20141024,source1,mfr1,mpn1,partnumber1,160406,0.23
20141024,source1,mfr1,mpn1,partnumber2,159000,0.03749
20141025,source1,mfr1,mpn1,partnumber3,157356,-1
20141025,source1,mfr1,mpn1,partnumber1,157356,0.23
20141025,source1,mfr1,mpn1,partnumber2,156000,0.03749
20141026,source1,mfr1,mpn1,partnumber3,156343,-1
20141026,source1,mfr1,mpn1,partnumber1,156343,0.23
20141026,source1,mfr1,mpn1,partnumber2,156000,0.03749
20141027,source1,mfr1,mpn1,partnumber2,156000,0.03749
20141027,source1,mfr1,mpn1,partnumber1,156343,0.23
20141027,source1,mfr1,mpn1,partnumber3,156343,-1
20141028,source1,mfr1,mpn1,partnumber2,156000,0.03749
20141028,source1,mfr1,mpn1,partnumber1,157028,0.23
20141028,source1,mfr1,mpn1,partnumber3,157028,-1
20141029,source1,mfr1,mpn1,partnumber3,153628,-1
20141029,source1,mfr1,mpn1,partnumber1,153628,0.23
20141029,source1,mfr1,mpn1,partnumber2,153000,0.03749
20141030,source1,mfr1,mpn1,partnumber3,153578,-1
20141030,source1,mfr1,mpn1,partnumber1,153578,0.23
20141030,source1,mfr1,mpn1,partnumber2,153000,0.03749
20141031,source1,mfr1,mpn1,partnumber2,153000,0.03749
20141031,source1,mfr1,mpn1,partnumber1,153283,0.23
20141031,source1,mfr1,mpn1,partnumber3,153283,-1
20141101,source1,mfr1,mpn1,partnumber3,149973,-1
20141101,source1,mfr1,mpn1,partnumber1,149973,0.23
20141101,source1,mfr1,mpn1,partnumber2,147000,0.03749
20141102,source1,mfr1,mpn1,partnumber3,149993,-1
20141102,source1,mfr1,mpn1,partnumber1,149993,0.23
20141102,source1,mfr1,mpn1,partnumber2,147000,0.03749
20141105,source1,mfr1,mpn1,partnumber3,142967,-1
20141105,source1,mfr1,mpn1,partnumber1,142967,0.23
20141105,source1,mfr1,mpn1,partnumber2,141000,0.03749
20141106,source1,mfr1,mpn1,partnumber2,141000,0.03749
20141106,source1,mfr1,mpn1,partnumber1,142617,0.23
20141106,source1,mfr1,mpn1,partnumber3,142617,-1
20141108,source1,mfr1,mpn1,partnumber3,138822,-1
20141108,source1,mfr1,mpn1,partnumber1,138822,0.23
20141108,source1,mfr1,mpn1,partnumber2,138000,0.03749
20141109,source1,mfr1,mpn1,partnumber3,138822,-1
20141109,source1,mfr1,mpn1,partnumber1,138822,0.23
20141109,source1,mfr1,mpn1,partnumber2,138000,0.03749
20141110,source1,mfr1,mpn1,partnumber2,138000,0.03749
20141110,source1,mfr1,mpn1,partnumber1,138797,0.23
20141110,source1,mfr1,mpn1,partnumber3,138797,-1
20141111,source1,mfr1,mpn1,partnumber3,138757,-1
20141111,source1,mfr1,mpn1,partnumber1,138507,0.23
20141111,source1,mfr1,mpn1,partnumber2,138000,0.03749
20141112,source1,mfr1,mpn1,partnumber3,138497,-1
20141112,source1,mfr1,mpn1,partnumber1,138497,0.23
20141112,source1,mfr1,mpn1,partnumber2,138000,0.03749
20141113,source1,mfr1,mpn1,partnumber3,138382,-1
20141113,source1,mfr1,mpn1,partnumber1,138382,0.23
20141113,source1,mfr1,mpn1,partnumber2,138000,0.03749
20141114,source1,mfr1,mpn1,partnumber3,138193,-1
20141114,source1,mfr1,mpn1,partnumber1,138193,0.23
20141114,source1,mfr1,mpn1,partnumber2,135000,0.03749
